yr,mnth,hr,holiday,workingday,casual,registered,cnt,time_of_day
0,12,9,0,0,12,114,126,Pagi
0,12,10,0,0,36,180,216,Pagi
0,12,11,0,0,48,206,254,Siang
0,12,12,0,0,82,247,329,Siang
0,12,13,0,0,88,269,357,Siang
0,12,14,0,0,77,246,323,Siang
0,12,15,0,0,69,227,296,Siang
0,12,16,0,0,64,266,330,Siang
0,12,17,0,0,38,207,245,Sore
0,12,18,0,0,10,161,171,Sore
0,12,19,0,0,15,158,173,Sore
0,12,20,0,0,8,116,124,Sore
0,12,21,0,0,7,65,72,Sore
0,12,22,0,0,5,59,64,Sore
0,12,23,0,0,3,42,45,
0,12,0,0,1,3,21,24,Malam
0,12,1,0,1,2,10,12,Malam
0,12,2,0,1,0,8,8,Malam
0,12,3,0,1,0,2,2,Malam
0,12,4,0,1,0,7,7,Malam
0,12,5,0,1,1,24,25,Pagi
0,12,6,0,1,1,89,90,Pagi
0,12,7,0,1,9,274,283,Pagi
0,12,8,0,1,12,392,404,Pagi
0,12,9,0,1,12,178,190,Pagi
0,12,10,0,1,9,78,87,Pagi
0,12,11,0,1,17,106,123,Siang
0,12,12,0,1,29,125,154,Siang
0,12,13,0,1,18,153,171,Siang
0,12,14,0,1,7,126,133,Siang
0,12,15,0,1,16,132,148,Siang
0,12,16,0,1,10,238,248,Siang
0,12,17,0,1,16,430,446,Sore
0,12,18,0,1,13,386,399,Sore
0,12,19,0,1,13,295,308,Sore
0,12,20,0,1,15,190,205,Sore
0,12,21,0,1,10,166,176,Sore
0,12,22,0,1,12,94,106,Sore
0,12,23,0,1,8,54,62,
0,12,0,0,1,3,25,28,Malam
0,12,1,0,1,2,14,16,Malam
0,12,2,0,1,0,3,3,Malam
0,12,3,0,1,0,3,3,Malam
0,12,4,0,1,0,7,7,Malam
0,12,5,0,1,0,20,20,Pagi
0,12,6,0,1,5,81,86,Pagi
0,12,7,0,1,7,227,234,Pagi
0,12,8,0,1,13,401,414,Pagi
0,12,9,0,1,4,200,204,Pagi
0,12,10,0,1,6,44,50,Pagi
0,12,11,0,1,4,28,32,Siang
0,12,12,0,1,5,50,55,Siang
0,12,13,0,1,6,65,71,Siang
0,12,14,0,1,6,69,75,Siang
0,12,15,0,1,2,43,45,Siang
0,12,16,0,1,4,84,88,Siang
0,12,17,0,1,13,249,262,Sore
0,12,18,0,1,17,287,304,Sore
0,12,19,0,1,10,223,233,Sore
0,12,20,0,1,3,107,110,Sore
0,12,21,0,1,6,108,114,Sore
0,12,22,0,1,5,82,87,Sore
0,12,23,0,1,5,48,53,
0,12,0,0,1,3,30,33,Malam
0,12,1,0,1,4,9,13,Malam
0,12,2,0,1,2,4,6,Malam
0,12,3,0,1,0,3,3,Malam
0,12,4,0,1,0,1,1,Malam
0,12,5,0,1,0,3,3,Pagi
0,12,6,0,1,0,18,18,Pagi
0,12,7,0,1,3,43,46,Pagi
0,12,8,0,1,6,80,86,Pagi
0,12,9,0,1,0,64,64,Pagi
0,12,10,0,1,1,32,33,Pagi
0,12,11,0,1,3,47,50,Siang
0,12,12,0,1,4,29,33,Siang
0,12,13,0,1,5,28,33,Siang
0,12,14,0,1,1,24,25,Siang
0,12,15,0,1,5,25,30,Siang
0,12,16,0,1,3,28,31,Siang
0,12,17,0,1,4,48,52,Sore
0,12,18,0,1,3,48,51,Sore
0,12,19,0,1,2,31,33,Sore
0,12,20,0,1,1,25,26,Sore
0,12,21,0,1,0,6,6,Sore
0,12,22,0,1,0,13,13,Sore
0,12,23,0,1,0,16,16,
0,12,0,0,1,0,21,21,Malam
0,12,1,0,1,1,6,7,Malam
0,12,2,0,1,0,4,4,Malam
0,12,3,0,1,0,1,1,Malam
0,12,4,0,1,0,2,2,Malam
0,12,5,0,1,0,12,12,Pagi
0,12,6,0,1,0,71,71,Pagi
0,12,7,0,1,11,233,244,Pagi
0,12,8,0,1,11,418,429,Pagi
0,12,9,0,1,7,218,225,Pagi
0,12,10,0,1,1,109,110,Pagi
0,12,11,0,1,6,100,106,Siang
0,12,12,0,1,8,148,156,Siang
0,12,13,0,1,9,115,124,Siang
0,12,14,0,1,16,121,137,Siang
0,12,15,0,1,19,98,117,Siang
0,12,16,0,1,7,201,208,Siang
0,12,17,0,1,10,321,331,Sore
0,12,18,0,1,12,306,318,Sore
0,12,19,0,1,12,220,232,Sore
0,12,20,0,1,5,170,175,Sore
0,12,21,0,1,4,135,139,Sore
0,12,22,0,1,8,84,92,Sore
0,12,23,0,1,3,58,61,
0,12,0,0,1,8,26,34,Malam
0,12,1,0,1,2,12,14,Malam
0,12,2,0,1,2,10,12,Malam
0,12,3,0,1,1,5,6,Malam
0,12,4,0,1,1,1,2,Malam
0,12,5,0,1,0,20,20,Pagi
0,12,6,0,1,1,62,63,Pagi
0,12,7,0,1,4,195,199,Pagi
0,12,8,0,1,7,378,385,Pagi
0,12,9,0,1,8,256,264,Pagi
0,12,10,0,1,11,115,126,Pagi
0,12,11,0,1,15,121,136,Siang
0,12,12,0,1,27,146,173,Siang
0,12,13,0,1,27,141,168,Siang
0,12,14,0,1,24,163,187,Siang
0,12,15,0,1,29,160,189,Siang
0,12,16,0,1,24,226,250,Siang
0,12,17,0,1,10,352,362,Sore
0,12,18,0,1,10,308,318,Sore
0,12,19,0,1,10,189,199,Sore
0,12,20,0,1,10,140,150,Sore
0,12,21,0,1,9,131,140,Sore
0,12,22,0,1,15,114,129,Sore
0,12,23,0,1,6,88,94,
0,12,0,0,0,11,66,77,Malam
0,12,1,0,0,11,55,66,Malam
0,12,2,0,0,12,48,60,Malam
0,12,3,0,0,5,20,25,Malam
0,12,4,0,0,0,3,3,Malam
0,12,5,0,0,0,6,6,Pagi
0,12,6,0,0,1,10,11,Pagi
0,12,7,0,0,0,11,11,Pagi
0,12,8,0,0,5,68,73,Pagi
0,12,9,0,0,15,134,149,Pagi
0,12,10,0,0,31,161,192,Pagi
0,12,11,0,0,44,192,236,Siang
0,12,12,0,0,48,235,283,Siang
0,12,13,0,0,47,239,286,Siang
0,12,14,0,0,51,242,293,Siang
0,12,15,0,0,60,239,299,Siang
0,12,16,0,0,58,183,241,Siang
0,12,17,0,0,34,151,185,Sore
0,12,18,0,0,28,144,172,Sore
0,12,19,0,0,15,139,154,Sore
0,12,20,0,0,10,114,124,Sore
0,12,21,0,0,4,79,83,Sore
0,12,22,0,0,7,88,95,Sore
0,12,23,0,0,5,61,66,
0,12,0,0,0,5,69,74,Malam
0,12,1,0,0,8,54,62,Malam
0,12,2,0,0,5,47,52,Malam
0,12,3,0,0,2,17,19,Malam
0,12,4,0,0,0,5,5,Malam
0,12,5,0,0,0,6,6,Pagi
0,12,6,0,0,0,10,10,Pagi
0,12,7,0,0,1,30,31,Pagi
0,12,8,0,0,4,68,72,Pagi
0,12,9,0,0,19,88,107,Pagi
0,12,10,0,0,30,164,194,Pagi
0,12,11,0,0,31,166,197,Siang
0,12,12,0,0,42,246,288,Siang
0,12,13,0,0,44,224,268,Siang
0,12,14,0,0,44,198,242,Siang
0,12,15,0,0,47,219,266,Siang
0,12,16,0,0,32,174,206,Siang
0,12,17,0,0,13,150,163,Sore
0,12,18,0,0,12,151,163,Sore
0,12,19,0,0,7,98,105,Sore
0,12,20,0,0,10,62,72,Sore
0,12,21,0,0,10,53,63,Sore
0,12,22,0,0,7,36,43,Sore
0,12,23,0,0,4,31,35,
0,12,0,0,1,4,16,20,Malam
0,12,1,0,1,0,9,9,Malam
0,12,2,0,1,0,4,4,Malam
0,12,3,0,1,0,2,2,Malam
0,12,4,0,1,0,3,3,Malam
0,12,5,0,1,0,21,21,Pagi
0,12,6,0,1,1,63,64,Pagi
0,12,7,0,1,4,231,235,Pagi
0,12,8,0,1,7,378,385,Pagi
0,12,9,0,1,12,208,220,Pagi
0,12,10,0,1,14,91,105,Pagi
0,12,11,0,1,15,100,115,Siang
0,12,12,0,1,7,138,145,Siang
0,12,13,0,1,13,153,166,Siang
0,12,14,0,1,16,95,111,Siang
0,12,15,0,1,8,124,132,Siang
0,12,16,0,1,5,209,214,Siang
0,12,17,0,1,7,352,359,Sore
0,12,18,0,1,8,349,357,Sore
0,12,19,0,1,9,232,241,Sore
0,12,20,0,1,8,157,165,Sore
0,12,21,0,1,2,119,121,Sore
0,12,22,0,1,0,71,71,Sore
0,12,23,0,1,3,42,45,
0,12,0,0,1,1,16,17,Malam
0,12,1,0,1,0,4,4,Malam
0,12,2,0,1,1,1,2,Malam
0,12,3,0,1,0,3,3,Malam
0,12,4,0,1,0,4,4,Malam
0,12,5,0,1,0,20,20,Pagi
0,12,6,0,1,0,92,92,Pagi
0,12,7,0,1,2,221,223,Pagi
0,12,8,0,1,9,391,400,Pagi
0,12,9,0,1,10,223,233,Pagi
0,12,10,0,1,3,99,102,Pagi
0,12,11,0,1,9,115,124,Siang
0,12,12,0,1,20,147,167,Siang
0,12,13,0,1,7,120,127,Siang
0,12,14,0,1,18,116,134,Siang
0,12,15,0,1,7,144,151,Siang
0,12,16,0,1,13,194,207,Siang
0,12,17,0,1,17,381,398,Sore
0,12,18,0,1,12,370,382,Sore
0,12,19,0,1,5,262,267,Sore
0,12,20,0,1,7,154,161,Sore
0,12,21,0,1,5,134,139,Sore
0,12,22,0,1,5,102,107,Sore
0,12,23,0,1,4,55,59,
0,12,0,0,1,0,22,22,Malam
0,12,1,0,1,0,8,8,Malam
0,12,2,0,1,0,2,2,Malam
0,12,3,0,1,0,3,3,Malam
0,12,4,0,1,0,4,4,Malam
0,12,5,0,1,0,26,26,Pagi
0,12,6,0,1,0,87,87,Pagi
0,12,7,0,1,4,243,247,Pagi
0,12,8,0,1,9,458,467,Pagi
0,12,9,0,1,9,230,239,Pagi
0,12,10,0,1,9,133,142,Pagi
0,12,11,0,1,12,103,115,Siang
0,12,12,0,1,6,138,144,Siang
0,12,13,0,1,14,119,133,Siang
0,12,14,0,1,17,134,151,Siang
0,12,15,0,1,24,143,167,Siang
0,12,16,0,1,12,233,245,Siang
0,12,17,0,1,19,377,396,Sore
0,12,18,0,1,11,379,390,Sore
0,12,19,0,1,9,259,268,Sore
0,12,20,0,1,6,169,175,Sore
0,12,21,0,1,9,145,154,Sore
0,12,22,0,1,5,99,104,Sore
0,12,23,0,1,3,48,51,
0,12,0,0,1,5,45,50,Malam
0,12,1,0,1,5,15,20,Malam
0,12,2,0,1,2,5,7,Malam
0,12,3,0,1,1,2,3,Malam
0,12,4,0,1,0,6,6,Malam
0,12,5,0,1,0,24,24,Pagi
0,12,6,0,1,2,90,92,Pagi
0,12,7,0,1,6,252,258,Pagi
0,12,8,0,1,8,449,457,Pagi
0,12,9,0,1,6,274,280,Pagi
0,12,10,0,1,4,105,109,Pagi
0,12,11,0,1,9,126,135,Siang
0,12,12,0,1,17,140,157,Siang
0,12,13,0,1,14,150,164,Siang
0,12,14,0,1,8,124,132,Siang
0,12,15,0,1,6,76,82,Siang
0,12,16,0,1,7,124,131,Siang
0,12,17,0,1,14,310,324,Sore
0,12,18,0,1,14,363,377,Sore
0,12,19,0,1,13,274,287,Sore
0,12,20,0,1,12,209,221,Sore
0,12,21,0,1,10,145,155,Sore
0,12,22,0,1,8,116,124,Sore
0,12,23,0,1,10,104,114,
0,12,0,0,1,12,60,72,Malam
0,12,1,0,1,3,28,31,Malam
0,12,2,0,1,0,23,23,Malam
0,12,3,0,1,2,3,5,Malam
0,12,4,0,1,1,4,5,Malam
0,12,5,0,1,0,26,26,Pagi
0,12,6,0,1,2,80,82,Pagi
0,12,7,0,1,5,226,231,Pagi
0,12,8,0,1,10,449,459,Pagi
0,12,9,0,1,8,235,243,Pagi
0,12,10,0,1,10,122,132,Pagi
0,12,11,0,1,9,135,144,Siang
0,12,12,0,1,10,163,173,Siang
0,12,13,0,1,12,125,137,Siang
0,12,14,0,1,13,115,128,Siang
0,12,15,0,1,12,141,153,Siang
0,12,16,0,1,12,212,224,Siang
0,12,17,0,1,13,352,365,Sore
0,12,18,0,1,10,285,295,Sore
0,12,19,0,1,11,203,214,Sore
0,12,20,0,1,6,146,152,Sore
0,12,21,0,1,7,95,102,Sore
0,12,22,0,1,6,100,106,Sore
0,12,23,0,1,4,71,75,
0,12,0,0,0,3,59,62,Malam
0,12,1,0,0,4,39,43,Malam
0,12,2,0,0,11,47,58,Malam
0,12,3,0,0,4,22,26,Malam
0,12,4,0,0,0,9,9,Malam
0,12,5,0,0,2,7,9,Pagi
0,12,6,0,0,0,17,17,Pagi
0,12,7,0,0,0,20,20,Pagi
0,12,8,0,0,4,55,59,Pagi
0,12,9,0,0,5,95,100,Pagi
0,12,10,0,0,10,171,181,Pagi
0,12,11,0,0,21,188,209,Siang
0,12,12,0,0,28,216,244,Siang
0,12,13,0,0,32,204,236,Siang
0,12,14,0,0,30,207,237,Siang
0,12,15,0,0,33,195,228,Siang
0,12,16,0,0,30,192,222,Siang
0,12,17,0,0,12,153,165,Sore
0,12,18,0,0,7,150,157,Sore
0,12,19,0,0,11,95,106,Sore
0,12,20,0,0,7,99,106,Sore
0,12,21,0,0,8,88,96,Sore
0,12,22,0,0,7,73,80,Sore
0,12,23,0,0,6,63,69,
0,12,0,0,0,7,64,71,Malam
0,12,1,0,0,3,43,46,Malam
0,12,2,0,0,2,39,41,Malam
0,12,3,0,0,2,16,18,Malam
0,12,4,0,0,0,1,1,Malam
0,12,5,0,0,1,4,5,Pagi
0,12,6,0,0,0,3,3,Pagi
0,12,7,0,0,1,11,12,Pagi
0,12,8,0,0,1,31,32,Pagi
0,12,9,0,0,6,75,81,Pagi
0,12,10,0,0,7,122,129,Pagi
0,12,11,0,0,20,168,188,Siang
0,12,12,0,0,26,202,228,Siang
0,12,13,0,0,18,210,228,Siang
0,12,14,0,0,19,200,219,Siang
0,12,15,0,0,23,184,207,Siang
0,12,16,0,0,27,207,234,Siang
0,12,17,0,0,10,126,136,Sore
0,12,18,0,0,15,123,138,Sore
0,12,19,0,0,5,130,135,Sore
0,12,20,0,0,10,94,104,Sore
0,12,21,0,0,9,80,89,Sore
0,12,22,0,0,2,47,49,Sore
0,12,23,0,0,6,31,37,
0,12,0,0,1,3,14,17,Malam
0,12,1,0,1,3,8,11,Malam
0,12,2,0,1,0,3,3,Malam
0,12,3,0,1,0,3,3,Malam
0,12,4,0,1,0,4,4,Malam
0,12,5,0,1,0,21,21,Pagi
0,12,6,0,1,0,68,68,Pagi
0,12,7,0,1,4,187,191,Pagi
0,12,8,0,1,8,389,397,Pagi
0,12,9,0,1,17,166,183,Pagi
0,12,10,0,1,12,96,108,Pagi
0,12,11,0,1,22,105,127,Siang
0,12,12,0,1,13,128,141,Siang
0,12,13,0,1,15,127,142,Siang
0,12,14,0,1,30,107,137,Siang
0,12,15,0,1,24,135,159,Siang
0,12,16,0,1,19,189,208,Siang
0,12,17,0,1,16,362,378,Sore
0,12,18,0,1,11,343,354,Sore
0,12,19,0,1,17,234,251,Sore
0,12,20,0,1,9,197,206,Sore
0,12,21,0,1,15,112,127,Sore
0,12,22,0,1,12,95,107,Sore
0,12,23,0,1,10,50,60,
0,12,0,0,1,0,21,21,Malam
0,12,1,0,1,0,6,6,Malam
0,12,2,0,1,1,10,11,Malam
0,12,3,0,1,1,1,2,Malam
0,12,4,0,1,0,4,4,Malam
0,12,5,0,1,0,15,15,Pagi
0,12,6,0,1,1,71,72,Pagi
0,12,7,0,1,7,261,268,Pagi
0,12,8,0,1,10,422,432,Pagi
0,12,9,0,1,14,245,259,Pagi
0,12,10,0,1,20,109,129,Pagi
0,12,11,0,1,13,116,129,Siang
0,12,12,0,1,16,159,175,Siang
0,12,13,0,1,18,163,181,Siang
0,12,14,0,1,11,127,138,Siang
0,12,15,0,1,15,139,154,Siang
0,12,16,0,1,20,218,238,Siang
0,12,17,0,1,14,417,431,Sore
0,12,18,0,1,26,385,411,Sore
0,12,19,0,1,6,218,224,Sore
0,12,20,0,1,3,144,147,Sore
0,12,21,0,1,4,139,143,Sore
0,12,22,0,1,3,104,107,Sore
0,12,23,0,1,13,40,53,
0,12,0,0,1,7,18,25,Malam
0,12,1,0,1,1,10,11,Malam
0,12,2,0,1,0,4,4,Malam
0,12,3,0,1,0,2,2,Malam
0,12,4,0,1,0,2,2,Malam
0,12,5,0,1,0,28,28,Pagi
0,12,6,0,1,1,75,76,Pagi
0,12,7,0,1,5,224,229,Pagi
0,12,8,0,1,12,393,405,Pagi
0,12,9,0,1,14,220,234,Pagi
0,12,10,0,1,6,83,89,Pagi
0,12,11,0,1,3,53,56,Siang
0,12,12,0,1,3,58,61,Siang
0,12,13,0,1,3,55,58,Siang
0,12,14,0,1,11,40,51,Siang
0,12,15,0,1,4,57,61,Siang
0,12,16,0,1,6,95,101,Siang
0,12,17,0,1,3,226,229,Sore
0,12,18,0,1,2,278,280,Sore
0,12,19,0,1,9,200,209,Sore
0,12,20,0,1,5,162,167,Sore
0,12,21,0,1,9,114,123,Sore
0,12,22,0,1,3,102,105,Sore
0,12,23,0,1,0,54,54,
0,12,0,0,1,3,24,27,Malam
0,12,1,0,1,0,15,15,Malam
0,12,2,0,1,1,10,11,Malam
0,12,3,0,1,0,6,6,Malam
0,12,4,0,1,0,3,3,Malam
0,12,5,0,1,1,15,16,Pagi
0,12,6,0,1,1,63,64,Pagi
0,12,7,0,1,4,182,186,Pagi
0,12,8,0,1,10,333,343,Pagi
0,12,9,0,1,10,218,228,Pagi
0,12,10,0,1,13,128,141,Pagi
0,12,11,0,1,10,135,145,Siang
0,12,12,0,1,22,180,202,Siang
0,12,13,0,1,21,167,188,Siang
0,12,14,0,1,23,136,159,Siang
0,12,15,0,1,28,186,214,Siang
0,12,16,0,1,30,226,256,Siang
0,12,17,0,1,24,332,356,Sore
0,12,18,0,1,11,277,288,Sore
0,12,19,0,1,12,130,142,Sore
0,12,20,0,1,0,33,33,Sore
0,12,21,0,1,2,15,17,Sore
0,12,22,0,1,0,17,17,Sore
0,12,23,0,1,1,10,11,
0,12,0,0,1,2,7,9,Malam
0,12,1,0,1,1,11,12,Malam
0,12,2,0,1,1,12,13,Malam
0,12,3,0,1,0,4,4,Malam
0,12,4,0,1,0,2,2,Malam
0,12,5,0,1,0,8,8,Pagi
0,12,6,0,1,0,40,40,Pagi
0,12,7,0,1,4,88,92,Pagi
0,12,8,0,1,9,173,182,Pagi
0,12,9,0,1,4,152,156,Pagi
0,12,10,0,1,8,96,104,Pagi
0,12,11,0,1,26,148,174,Siang
0,12,12,0,1,14,156,170,Siang
0,12,13,0,1,17,177,194,Siang
0,12,14,0,1,23,177,200,Siang
0,12,15,0,1,12,191,203,Siang
0,12,16,0,1,15,166,181,Siang
0,12,17,0,1,11,129,140,Sore
0,12,18,0,1,4,91,95,Sore
0,12,19,0,1,1,75,76,Sore
0,12,20,0,1,3,47,50,Sore
0,12,21,0,1,0,32,32,Sore
0,12,22,0,1,4,43,47,Sore
0,12,23,0,1,4,21,25,
0,12,0,0,0,3,20,23,Malam
0,12,1,0,0,1,15,16,Malam
0,12,2,0,0,4,22,26,Malam
0,12,3,0,0,0,5,5,Malam
0,12,4,0,0,0,3,3,Malam
0,12,5,0,0,1,3,4,Pagi
0,12,6,0,0,0,10,10,Pagi
0,12,7,0,0,0,10,10,Pagi
0,12,8,0,0,0,27,27,Pagi
0,12,9,0,0,3,53,56,Pagi
0,12,10,0,0,4,52,56,Pagi
0,12,11,0,0,9,62,71,Siang
0,12,12,0,0,15,79,94,Siang
0,12,13,0,0,24,97,121,Siang
0,12,14,0,0,15,70,85,Siang
0,12,15,0,0,15,82,97,Siang
0,12,16,0,0,25,74,99,Siang
0,12,17,0,0,15,53,68,Sore
0,12,18,0,0,2,33,35,Sore
0,12,19,0,0,1,24,25,Sore
0,12,20,0,0,5,19,24,Sore
0,12,21,0,0,4,15,19,Sore
0,12,22,0,0,8,12,20,Sore
0,12,23,0,0,1,16,17,
0,12,0,0,0,2,4,6,Malam
0,12,1,0,0,2,2,4,Malam
0,12,2,0,0,0,2,2,Malam
0,12,3,0,0,1,3,4,Malam
0,12,5,0,0,0,1,1,Pagi
0,12,6,0,0,0,1,1,Pagi
0,12,7,0,0,0,4,4,Pagi
0,12,8,0,0,1,4,5,Pagi
0,12,9,0,0,3,20,23,Pagi
0,12,10,0,0,31,12,43,Pagi
0,12,11,0,0,43,42,85,Siang
0,12,12,0,0,25,41,66,Siang
0,12,13,0,0,40,39,79,Siang
0,12,14,0,0,41,45,86,Siang
0,12,15,0,0,43,48,91,Siang
0,12,16,0,0,35,51,86,Siang
0,12,17,0,0,11,33,44,Sore
0,12,18,0,0,7,23,30,Sore
0,12,19,0,0,2,14,16,Sore
0,12,20,0,0,8,18,26,Sore
0,12,21,0,0,4,15,19,Sore
0,12,22,0,0,2,15,17,Sore
0,12,23,0,0,2,14,16,
0,12,0,1,0,5,6,11,Malam
0,12,1,1,0,3,7,10,Malam
0,12,2,1,0,2,5,7,Malam
0,12,4,1,0,0,2,2,Malam
0,12,5,1,0,0,4,4,Pagi
0,12,6,1,0,0,4,4,Pagi
0,12,7,1,0,2,17,19,Pagi
0,12,8,1,0,5,13,18,Pagi
0,12,9,1,0,24,38,62,Pagi
0,12,10,1,0,31,39,70,Pagi
0,12,11,1,0,40,51,91,Siang
0,12,12,1,0,34,66,100,Siang
0,12,13,1,0,57,83,140,Siang
0,12,14,1,0,73,80,153,Siang
0,12,15,1,0,26,105,131,Siang
0,12,16,1,0,28,69,97,Siang
0,12,17,1,0,30,67,97,Sore
0,12,18,1,0,21,54,75,Sore
0,12,19,1,0,16,49,65,Sore
0,12,20,1,0,14,42,56,Sore
0,12,21,1,0,10,39,49,Sore
0,12,22,1,0,5,22,27,Sore
0,12,23,1,0,4,25,29,
0,12,0,0,1,3,9,12,Malam
0,12,1,0,1,0,6,6,Malam
0,12,2,0,1,2,2,4,Malam
0,12,3,0,1,0,3,3,Malam
0,12,4,0,1,0,3,3,Malam
0,12,5,0,1,0,8,8,Pagi
0,12,6,0,1,0,35,35,Pagi
0,12,7,0,1,1,79,80,Pagi
0,12,8,0,1,9,155,164,Pagi
0,12,9,0,1,19,85,104,Pagi
0,12,10,0,1,13,47,60,Pagi
0,12,11,0,1,6,24,30,Siang
0,12,12,0,1,8,16,24,Siang
0,12,13,0,1,1,19,20,Siang
0,12,14,0,1,0,14,14,Siang
0,12,15,0,1,2,17,19,Siang
0,12,16,0,1,2,44,46,Siang
0,12,17,0,1,6,109,115,Sore
0,12,18,0,1,9,126,135,Sore
0,12,19,0,1,3,87,90,Sore
0,12,20,0,1,3,66,69,Sore
0,12,21,0,1,11,52,63,Sore
0,12,22,0,1,3,29,32,Sore
0,12,23,0,1,2,24,26,
0,12,0,0,1,0,10,10,Malam
0,12,1,0,1,0,12,12,Malam
0,12,2,0,1,0,7,7,Malam
0,12,3,0,1,0,4,4,Malam
0,12,5,0,1,0,9,9,Pagi
0,12,6,0,1,1,42,43,Pagi
0,12,7,0,1,4,106,110,Pagi
0,12,8,0,1,11,206,217,Pagi
0,12,9,0,1,18,171,189,Pagi
0,12,10,0,1,12,84,96,Pagi
0,12,11,0,1,18,93,111,Siang
0,12,12,0,1,32,108,140,Siang
0,12,13,0,1,24,135,159,Siang
0,12,14,0,1,24,96,120,Siang
0,12,15,0,1,16,101,117,Siang
0,12,16,0,1,23,144,167,Siang
0,12,17,0,1,25,225,250,Sore
0,12,18,0,1,10,159,169,Sore
0,12,19,0,1,16,135,151,Sore
0,12,20,0,1,9,70,79,Sore
0,12,21,0,1,7,63,70,Sore
0,12,22,0,1,2,31,33,Sore
0,12,23,0,1,3,36,39,
0,12,0,0,1,4,24,28,Malam
0,12,1,0,1,0,15,15,Malam
0,12,2,0,1,0,3,3,Malam
0,12,3,0,1,0,2,2,Malam
0,12,4,0,1,1,2,3,Malam
0,12,5,0,1,0,10,10,Pagi
0,12,6,0,1,2,39,41,Pagi
0,12,7,0,1,2,104,106,Pagi
0,12,8,0,1,3,207,210,Pagi
0,12,9,0,1,15,155,170,Pagi
0,12,10,0,1,13,97,110,Pagi
0,12,11,0,1,23,99,122,Siang
0,12,12,0,1,12,118,130,Siang
0,12,13,0,1,36,95,131,Siang
0,12,14,0,1,30,112,142,Siang
0,12,15,0,1,27,150,177,Siang
0,12,16,0,1,22,155,177,Siang
0,12,17,0,1,14,226,240,Sore
0,12,18,0,1,15,192,207,Sore
0,12,19,0,1,11,124,135,Sore
0,12,20,0,1,8,88,96,Sore
0,12,21,0,1,8,60,68,Sore
0,12,22,0,1,7,48,55,Sore
0,12,23,0,1,1,44,45,
0,12,0,0,1,4,26,30,Malam
0,12,1,0,1,9,11,20,Malam
0,12,2,0,1,2,10,12,Malam
0,12,3,0,1,0,6,6,Malam
0,12,4,0,1,0,2,2,Malam
0,12,5,0,1,0,10,10,Pagi
0,12,6,0,1,1,31,32,Pagi
0,12,7,0,1,3,92,95,Pagi
0,12,8,0,1,12,193,205,Pagi
0,12,9,0,1,19,175,194,Pagi
0,12,10,0,1,10,108,118,Pagi
0,12,11,0,1,45,126,171,Siang
0,12,12,0,1,38,159,197,Siang
0,12,13,0,1,53,154,207,Siang
0,12,14,0,1,67,178,245,Siang
0,12,15,0,1,56,236,292,Siang
0,12,16,0,1,36,247,283,Siang
0,12,17,0,1,54,188,242,Sore
0,12,18,0,1,19,163,182,Sore
0,12,19,0,1,16,96,112,Sore
0,12,20,0,1,16,75,91,Sore
0,12,21,0,1,11,84,95,Sore
0,12,22,0,1,7,78,85,Sore
0,12,23,0,1,13,60,73,
0,12,0,0,0,7,37,44,Malam
0,12,1,0,0,4,31,35,Malam
0,12,2,0,0,1,27,28,Malam
0,12,3,0,0,1,17,18,Malam
0,12,4,0,0,1,9,10,Malam
0,12,5,0,0,1,0,1,Pagi
0,12,6,0,0,1,5,6,Pagi
0,12,7,0,0,6,13,19,Pagi
0,12,8,0,0,7,42,49,Pagi
0,12,9,0,0,18,72,90,Pagi
0,12,10,0,0,20,108,128,Pagi
0,12,11,0,0,65,152,217,Siang
0,12,12,0,0,93,180,273,Siang
0,12,13,0,0,108,205,313,Siang
0,12,14,0,0,115,185,300,Siang
0,12,15,0,0,89,164,253,Siang
0,12,16,0,0,52,143,195,Siang
0,12,17,0,0,28,101,129,Sore
0,12,18,0,0,13,80,93,Sore
0,12,19,0,0,19,73,92,Sore
0,12,20,0,0,8,63,71,Sore
0,12,21,0,0,2,50,52,Sore
0,12,22,0,0,2,36,38,Sore
0,12,23,0,0,4,27,31,
1,1,0,0,0,5,43,48,Malam
1,1,1,0,0,15,78,93,Malam
1,1,2,0,0,16,59,75,Malam
1,1,3,0,0,11,41,52,Malam
1,1,4,0,0,0,8,8,Malam
1,1,5,0,0,0,5,5,Pagi
1,1,6,0,0,1,1,2,Pagi
1,1,7,0,0,1,6,7,Pagi
1,1,8,0,0,4,10,14,Pagi
1,1,9,0,0,13,27,40,Pagi
1,1,10,0,0,18,52,70,Pagi
1,1,11,0,0,40,98,138,Siang
1,1,12,0,0,58,143,201,Siang
1,1,13,0,0,82,141,223,Siang
1,1,14,0,0,120,147,267,Siang
1,1,15,0,0,101,164,265,Siang
1,1,16,0,0,68,147,215,Siang
1,1,17,0,0,36,75,111,Sore
1,1,18,0,0,25,81,106,Sore
1,1,19,0,0,20,85,105,Sore
1,1,20,0,0,25,58,83,Sore
1,1,21,0,0,10,61,71,Sore
1,1,22,0,0,13,53,66,Sore
1,1,23,0,0,4,25,29,
1,1,0,1,0,8,31,39,Malam
1,1,1,1,0,1,11,12,Malam
1,1,2,1,0,1,6,7,Malam
1,1,4,1,0,0,4,4,Malam
1,1,5,1,0,1,3,4,Pagi
1,1,6,1,0,0,14,14,Pagi
1,1,7,1,0,0,16,16,Pagi
1,1,8,1,0,2,51,53,Pagi
1,1,9,1,0,15,53,68,Pagi
